post_id,username,date,time,content,hashtags,likes,comments,shares,category,hour,day_of_week,engagement,sentiment,sentiment_score
243,@fit_arjun,2026-08-28,20:05,This productivity issue has been such a headache to deal with #fitness #motivation #travel,#fitness #motivation #travel,124,26,12,Sports,20,Friday,162,Positive,0.5423
157,@dev_naina,2026-08-28,21:23,"Not happy with the startup experience today, needs work #gaming #music #webdev",#gaming #music #webdev,135,18,15,Entertainment,21,Friday,168,Negative,-0.4585
33,@fit_arjun,2026-08-29,05:15,Grateful for such a wonderful gaming journey this year #art #books #tech,#art #books #tech,233,11,13,Lifestyle,5,Saturday,257,Positive,0.7717
326,@rohan.tech,2026-08-29,07:39,Some thoughts on the current state of AI #datascience #foodie #machinelearning,#datascience #foodie #machinelearning,67,24,16,Food,7,Saturday,107,Neutral,0.0
219,@bookworm_ira,2026-08-29,09:20,"Working on a new fitness post, stay tuned #datascience #news #opensource",#datascience #news #opensource,126,13,10,Business,9,Saturday,149,Positive,0.2732
266,@chef_ishaan,2026-08-29,11:31,This gaming community is so supportive and inspiring #art #machinelearning #motivation,#art #machinelearning #motivation,366,14,6,Fitness,11,Saturday,386,Positive,0.809
255,@aisha_codes,2026-08-29,12:41,Sharing some notes on AI today #fitness #motivation,#fitness #motivation,180,3,0,Fitness,12,Saturday,183,Positive,0.743
392,@chef_ishaan,2026-08-29,13:39,"Working on a new reading post, stay tuned #foodie #opensource #startup",#foodie #opensource #startup,85,15,12,Food,13,Saturday,112,Neutral,0.0
6,@dev_naina,2026-08-29,14:16,"Working on a new art post, stay tuned #foodie #productivity",#foodie #productivity,0,27,16,Food,14,Saturday,43,Neutral,0.0
395,@thefoodie_raj,2026-08-29,15:24,Sharing some notes on gaming today #ai #fitness #motivation,#ai #fitness #motivation,52,6,11,Sports,15,Saturday,69,Positive,0.743
127,@musicby_sara,2026-08-29,17:18,Grateful for such a wonderful art journey this year #fitness #foodie,#fitness #foodie,0,9,0,Sports,17,Saturday,9,Positive,0.8316
267,@travel_with_meera,2026-08-29,17:29,"Struggling with food problems again, so annoying #ai #python #tech",#ai #python #tech,335,11,12,Technology,17,Saturday,358,Negative,-0.8173
272,@thefoodie_raj,2026-08-29,18:59,"Struggling with startup problems again, so annoying #art #gaming #tech",#art #gaming #tech,65,7,6,Entertainment,18,Saturday,78,Negative,-0.8173
73,@chef_ishaan,2026-08-29,19:16,So excited to share this incredible art milestone with you all #machinelearning #news #startup,#machinelearning #news #startup,0,3,11,Business,19,Saturday,14,Positive,0.6318
8,@startup_vik,2026-08-29,19:21,Some thoughts on the current state of fitness #fitness #motivation #webdev,#fitness #motivation #webdev,170,24,12,Sports,19,Saturday,206,Positive,0.6808
300,@startup_vik,2026-08-29,20:38,"Disappointed by the recent food changes, not a fan #coding #music #opensource",#coding #music #opensource,292,24,15,Technology,20,Saturday,331,Negative,-0.6202
309,@startup_vik,2026-08-29,21:33,"Best art experience ever, highly recommend it to everyone! #ai #gaming #news",#ai #gaming #news,163,18,1,Entertainment,21,Saturday,182,Positive,0.8066
171,@dev_naina,2026-08-30,07:19,Sharing some notes on gaming today #fitness #machinelearning #motivation,#fitness #machinelearning #motivation,270,15,11,Sports,7,Sunday,296,Positive,0.743
217,@chef_ishaan,2026-08-30,11:56,"Best fitness experience ever, highly recommend it to everyone! #books #datascience #python",#books #datascience #python,285,28,0,Lifestyle,11,Sunday,313,Positive,0.855
303,@musicby_sara,2026-08-30,12:51,"Not happy with the music experience today, needs work #ai #books #gaming",#ai #books #gaming,139,0,6,Lifestyle,12,Sunday,145,Negative,-0.4585
251,@startup_vik,2026-08-30,17:00,"Best startup experience ever, highly recommend it to everyone! #fitness #motivation #startup",#fitness #motivation #startup,81,17,9,Sports,17,Sunday,107,Positive,0.8953
14,@karan_vibes,2026-08-30,17:41,"Here's an update on my art project, more details soon #books #coding #foodie",#books #coding #foodie,285,24,12,Food,17,Sunday,321,Neutral,0.0
195,@gamer_ananya,2026-08-30,18:00,"Best photography experience ever, highly recommend it to everyone! #coding #foodie #python",#coding #foodie #python,297,15,18,Food,18,Sunday,330,Positive,0.8066
76,@gamer_ananya,2026-08-30,20:06,This food community is so supportive and inspiring #books #datascience #foodie,#books #datascience #foodie,92,26,7,Food,20,Sunday,125,Positive,0.7123
28,@startup_vik,2026-08-30,21:34,"Here's an update on my photography project, more details soon #foodie #photography #productivity",#foodie #photography #productivity,323,3,0,Food,21,Sunday,326,Neutral,0.0
344,@bookworm_ira,2026-08-31,05:04,This photography issue has been such a headache to deal with #datascience #python #webdev,#datascience #python #webdev,66,17,5,Technology,5,Monday,88,Neutral,0.0
179,@bookworm_ira,2026-08-31,06:02,This startup community is so supportive and inspiring #fitness #motivation #webdev,#fitness #motivation #webdev,196,9,13,Fitness,6,Monday,218,Positive,0.8566
215,@musicby_sara,2026-08-31,09:25,"Best travel experience ever, highly recommend it to everyone! #art #coding #fitness",#art #coding #fitness,36,27,2,Fitness,9,Monday,65,Positive,0.855
369,@rohan.tech,2026-08-31,09:37,This python community is so supportive and inspiring #foodie #productivity #travel,#foodie #productivity #travel,405,0,10,Food,9,Monday,415,Positive,0.7123
9,@aisha_codes,2026-08-31,10:23,"Struggling with reading problems again, so annoying #gaming #music #webdev",#gaming #music #webdev,161,0,9,Entertainment,10,Monday,170,Negative,-0.8173
146,@priya_designs,2026-08-31,11:00,Really frustrated with how this music launch turned out #art #books #motivation,#art #books #motivation,135,14,0,Lifestyle,11,Monday,149,Negative,-0.3167
21,@chef_ishaan,2026-08-31,11:56,Really frustrated with how this travel launch turned out #gaming #music #news,#gaming #music #news,269,24,6,Entertainment,11,Monday,299,Negative,-0.5709
44,@photo_kabir,2026-08-31,12:15,Some thoughts on the current state of fitness #books #photography #travel,#books #photography #travel,342,17,5,Travel,12,Monday,364,Positive,0.2732
63,@artsy_diya,2026-08-31,12:30,"Not happy with the python experience today, needs work #fitness #foodie #startup",#fitness #foodie #startup,89,0,0,Business,12,Monday,89,Negative,-0.2259
163,@startup_vik,2026-08-31,15:03,This music community is so supportive and inspiring #fitness #music,#fitness #music,31,0,19,Fitness,15,Monday,50,Positive,0.7923
114,@thefoodie_raj,2026-08-31,15:47,This startup community is so supportive and inspiring #fitness #gaming #motivation,#fitness #gaming #motivation,90,2,0,Sports,15,Monday,92,Positive,0.8566
191,@rohan.tech,2026-08-31,16:55,"Working on a new startup post, stay tuned #foodie #photography #webdev",#foodie #photography #webdev,179,0,7,Food,16,Monday,186,Neutral,0.0
384,@musicby_sara,2026-08-31,19:09,"Struggling with fitness problems again, so annoying #coding #datascience #machinelearning",#coding #datascience #machinelearning,0,15,4,Technology,19,Monday,19,Negative,-0.7501
213,@fit_arjun,2026-08-31,20:05,"Working on a new fitness post, stay tuned #coding #news #startup",#coding #news #startup,250,30,12,Business,20,Monday,292,Positive,0.2732
268,@thefoodie_raj,2026-08-31,22:18,So excited to share this incredible art milestone with you all #art #fitness #gaming,#art #fitness #gaming,204,3,6,Sports,22,Monday,213,Positive,0.7397
398,@priya_designs,2026-09-01,01:41,"Best travel experience ever, highly recommend it to everyone! #fitness #motivation #opensource",#fitness #motivation #opensource,114,34,9,Fitness,1,Tuesday,157,Positive,0.8953
271,@artsy_diya,2026-09-01,14:24,Some thoughts on the current state of startup #photography #travel,#photography #travel,6,23,6,Travel,14,Tuesday,35,Neutral,0.0
317,@priya_designs,2026-09-01,14:25,Some thoughts on the current state of python #fitness #gaming #music,#fitness #gaming #music,282,0,4,Entertainment,14,Tuesday,286,Positive,0.2732
394,@rohan.tech,2026-09-01,16:43,This AI community is so supportive and inspiring #fitness #motivation #opensource,#fitness #motivation #opensource,96,23,0,Sports,16,Tuesday,119,Positive,0.8566
399,@gamer_ananya,2026-09-01,17:29,"Struggling with music problems again, so annoying #art #machinelearning #tech",#art #machinelearning #tech,0,14,1,Lifestyle,17,Tuesday,15,Negative,-0.8173
218,@travel_with_meera,2026-09-01,17:51,Grateful for such a wonderful food journey this year #ai #fitness #motivation,#ai #fitness #motivation,37,12,7,Sports,17,Tuesday,56,Positive,0.8807
68,@artsy_diya,2026-09-01,18:10,"Working on a new fitness post, stay tuned #art #fitness #photography",#art #fitness #photography,272,40,15,Travel,18,Tuesday,327,Positive,0.4939
393,@travel_with_meera,2026-09-01,18:11,A quick look at what I learned about photography this week #foodie #startup,#foodie #startup,124,10,16,Food,18,Tuesday,150,Neutral,0.0
365,@priya_designs,2026-09-01,18:12,"Not happy with the food experience today, needs work #fitness #photography #travel",#fitness #photography #travel,152,10,26,Travel,18,Tuesday,188,Negative,-0.2259
232,@karan_vibes,2026-09-01,19:30,"Here's an update on my fitness project, more details soon #foodie #python",#foodie #python,0,0,8,Food,19,Tuesday,8,Positive,0.2732
330,@musicby_sara,2026-09-01,19:35,Some thoughts on the current state of food #python #tech #webdev,#python #tech #webdev,78,6,13,Technology,19,Tuesday,97,Neutral,0.0
51,@rohan.tech,2026-09-01,19:38,Really frustrated with how this photography launch turned out #ai #news #tech,#ai #news #tech,15,5,9,Technology,19,Tuesday,29,Negative,-0.5709
319,@startup_vik,2026-09-01,20:17,So excited to share this incredible startup milestone with you all #gaming #startup #travel,#gaming #startup #travel,1,19,18,Business,20,Tuesday,38,Positive,0.6318
50,@rohan.tech,2026-09-01,21:30,"Absolutely loving the new fitness update, this is amazing! #music #opensource #productivity",#music #opensource #productivity,480,18,9,Technology,21,Tuesday,507,Positive,0.8856
159,@photo_kabir,2026-09-01,21:34,"Working on a new travel post, stay tuned #art #fitness #travel",#art #fitness #travel,450,13,0,Sports,21,Tuesday,463,Positive,0.2732
38,@aisha_codes,2026-09-01,21:37,"Struggling with python problems again, so annoying #art #books #startup",#art #books #startup,157,12,7,Lifestyle,21,Tuesday,176,Negative,-0.8173
12,@fit_arjun,2026-09-02,10:04,Sharing some notes on reading today #fitness #foodie #news,#fitness #foodie #news,45,13,5,Food,10,Wednesday,63,Positive,0.5994
100,@thefoodie_raj,2026-09-02,10:08,"Not happy with the food experience today, needs work #coding #datascience #machinelearning",#coding #datascience #machinelearning,323,20,12,Technology,10,Wednesday,355,Negative,-0.4585
357,@bookworm_ira,2026-09-02,11:03,Grateful for such a wonderful python journey this year #gaming #music #opensource,#gaming #music #opensource,120,35,6,Entertainment,11,Wednesday,161,Positive,0.7717
34,@musicby_sara,2026-09-02,11:15,"Working on a new gaming post, stay tuned #art #startup #webdev",#art #startup #webdev,249,20,3,Business,11,Wednesday,272,Neutral,0.0
354,@karan_vibes,2026-09-02,12:12,This music community is so supportive and inspiring #fitness #motivation,#fitness #motivation,0,8,16,Fitness,12,Wednesday,24,Positive,0.8566
294,@rohan.tech,2026-09-02,13:11,Some thoughts on the current state of travel #art #books #motivation,#art #books #motivation,279,0,4,Lifestyle,13,Wednesday,283,Positive,0.34
314,@musicby_sara,2026-09-02,15:11,A quick look at what I learned about AI this week #ai #tech #webdev,#ai #tech #webdev,551,3,8,Technology,15,Wednesday,562,Neutral,0.0
276,@bookworm_ira,2026-09-02,18:12,Really frustrated with how this python launch turned out #ai #gaming #photography,#ai #gaming #photography,54,0,0,Entertainment,18,Wednesday,54,Negative,-0.5709
312,@rohan.tech,2026-09-02,18:24,"Struggling with fitness problems again, so annoying #foodie #music #webdev",#foodie #music #webdev,152,0,3,Food,18,Wednesday,155,Negative,-0.7501
318,@fit_arjun,2026-09-02,20:11,So excited to share this incredible reading milestone with you all #news #productivity #python,#news #productivity #python,190,6,6,Business,20,Wednesday,202,Positive,0.6318
385,@gamer_ananya,2026-09-02,20:55,"Absolutely loving the new art update, this is amazing! #ai #photography #travel",#ai #photography #travel,303,22,16,Travel,20,Wednesday,341,Positive,0.8513
82,@photo_kabir,2026-09-03,08:41,"Here's an update on my productivity project, more details soon #news #photography #webdev",#news #photography #webdev,317,3,0,Business,8,Thursday,320,Neutral,0.0
66,@aisha_codes,2026-09-03,09:19,Really frustrated with how this gaming launch turned out #fitness #foodie #music,#fitness #foodie #music,59,18,6,Food,9,Thursday,83,Negative,-0.3804
122,@dev_naina,2026-09-03,09:39,Some thoughts on the current state of travel #music #opensource #travel,#music #opensource #travel,320,11,0,Travel,9,Thursday,331,Neutral,0.0
331,@travel_with_meera,2026-09-03,10:48,This art community is so supportive and inspiring #books #fitness #travel,#books #fitness #travel,231,0,6,Lifestyle,10,Thursday,237,Positive,0.7923
274,@dev_naina,2026-09-03,11:50,"Absolutely loving the new food update, this is amazing! #art #books #webdev",#art #books #webdev,0,20,12,Lifestyle,11,Thursday,32,Positive,0.8513
109,@aisha_codes,2026-09-03,12:46,A quick look at what I learned about AI this week #art #datascience #motivation,#art #datascience #motivation,119,10,0,Lifestyle,12,Thursday,129,Positive,0.34
339,@bookworm_ira,2026-09-03,14:28,A quick look at what I learned about python this week #art #productivity #startup,#art #productivity #startup,10,9,0,Business,14,Thursday,19,Neutral,0.0
381,@artsy_diya,2026-09-03,15:13,A quick look at what I learned about photography this week #art #news #startup,#art #news #startup,54,9,18,Business,15,Thursday,81,Neutral,0.0
397,@aisha_codes,2026-09-03,17:45,Grateful for such a wonderful music journey this year #ai #python #tech,#ai #python #tech,92,22,0,Technology,17,Thursday,114,Positive,0.7717
155,@photo_kabir,2026-09-03,18:35,"Disappointed by the recent reading changes, not a fan #ai #fitness #motivation",#ai #fitness #motivation,166,23,12,Fitness,18,Thursday,201,Negative,-0.1436
145,@artsy_diya,2026-09-03,18:45,"Not happy with the AI experience today, needs work #fitness #motivation #opensource",#fitness #motivation #opensource,104,12,0,Fitness,18,Thursday,116,Positive,0.1285
340,@thefoodie_raj,2026-09-03,19:34,"Working on a new fitness post, stay tuned #motivation #productivity #startup",#motivation #productivity #startup,159,14,8,Business,19,Thursday,181,Positive,0.5423
131,@fit_arjun,2026-09-03,19:46,"Struggling with fitness problems again, so annoying #datascience #gaming #music",#datascience #gaming #music,267,2,3,Entertainment,19,Thursday,272,Negative,-0.7501
328,@artsy_diya,2026-09-03,19:56,"Working on a new art post, stay tuned #gaming #music #opensource",#gaming #music #opensource,198,1,4,Entertainment,19,Thursday,203,Neutral,0.0
7,@dev_naina,2026-09-03,20:09,"Here's an update on my python project, more details soon #art #books #motivation",#art #books #motivation,1,0,5,Lifestyle,20,Thursday,6,Positive,0.34
347,@thefoodie_raj,2026-09-03,21:16,"Working on a new photography post, stay tuned #news #productivity",#news #productivity,66,25,8,Business,21,Thursday,99,Neutral,0.0
60,@aisha_codes,2026-09-03,21:18,Sharing some notes on gaming today #books #fitness #machinelearning,#books #fitness #machinelearning,220,5,7,Lifestyle,21,Thursday,232,Positive,0.5994
224,@rohan.tech,2026-09-04,11:45,"Not happy with the art experience today, needs work #news #productivity #startup",#news #productivity #startup,0,33,5,Business,11,Friday,38,Negative,-0.4585
69,@dev_naina,2026-09-04,12:22,Really frustrated with how this food launch turned out #art #motivation,#art #motivation,0,0,2,Lifestyle,12,Friday,2,Negative,-0.3167
57,@travel_with_meera,2026-09-04,12:44,"Absolutely loving the new travel update, this is amazing! #datascience #machinelearning #motivation",#datascience #machinelearning #motivation,0,15,0,Sports,12,Friday,15,Positive,0.893
293,@karan_vibes,2026-09-04,13:57,Sharing some notes on startup today #motivation #opensource,#motivation #opensource,230,0,6,Technology,13,Friday,236,Positive,0.6369
193,@chef_ishaan,2026-09-04,14:27,"Best gaming experience ever, highly recommend it to everyone! #ai #fitness #motivation",#ai #fitness #motivation,234,32,14,Sports,14,Friday,280,Positive,0.8953
55,@artsy_diya,2026-09-04,15:28,A quick look at what I learned about photography this week #art #coding #gaming,#art #coding #gaming,179,16,2,Entertainment,15,Friday,197,Neutral,0.0
373,@gamer_ananya,2026-09-04,17:35,Grateful for such a wonderful fitness journey this year #art #books #fitness,#art #books #fitness,211,7,8,Sports,17,Friday,226,Positive,0.872
226,@aisha_codes,2026-09-04,18:15,"Disappointed by the recent startup changes, not a fan #news #photography #travel",#news #photography #travel,392,8,13,Travel,18,Friday,413,Negative,-0.6202
42,@aisha_codes,2026-09-04,18:19,"Best AI experience ever, highly recommend it to everyone! #music #photography #productivity",#music #photography #productivity,273,24,0,Entertainment,18,Friday,297,Positive,0.8066
235,@artsy_diya,2026-09-04,18:39,Some thoughts on the current state of reading #fitness #motivation #music,#fitness #motivation #music,326,38,0,Fitness,18,Friday,364,Positive,0.5423
346,@thefoodie_raj,2026-09-04,23:28,Sharing some notes on photography today #coding #fitness #motivation,#coding #fitness #motivation,0,38,1,Sports,23,Friday,39,Positive,0.743
239,@startup_vik,2026-09-05,02:52,A quick look at what I learned about startup this week #art #books #motivation,#art #books #motivation,178,5,15,Lifestyle,2,Saturday,198,Positive,0.34
199,@dev_naina,2026-09-05,05:57,A quick look at what I learned about art this week #coding #foodie #music,#coding #foodie #music,226,6,4,Technology,5,Saturday,236,Neutral,0.0
342,@dev_naina,2026-09-05,09:02,"Here's an update on my travel project, more details soon #news #startup",#news #startup,152,19,15,Business,9,Saturday,186,Neutral,0.0
256,@aisha_codes,2026-09-05,10:44,"Absolutely loving the new photography update, this is amazing! #ai #python #webdev",#ai #python #webdev,0,25,16,Technology,10,Saturday,41,Positive,0.8513
324,@startup_vik,2026-09-05,11:41,So excited to share this incredible productivity milestone with you all #art #books #motivation,#art #books #motivation,109,0,16,Lifestyle,11,Saturday,125,Positive,0.762
356,@artsy_diya,2026-09-05,12:47,This python community is so supportive and inspiring #music #python #travel,#music #python #travel,202,7,6,Travel,12,Saturday,215,Positive,0.7123
364,@karan_vibes,2026-09-05,18:23,Grateful for such a wonderful gaming journey this year #fitness #motivation #python,#fitness #motivation #python,55,19,14,Fitness,18,Saturday,88,Positive,0.8807
223,@karan_vibes,2026-09-05,20:55,"Best AI experience ever, highly recommend it to everyone! #startup #travel",#startup #travel,136,18,5,Travel,20,Saturday,159,Positive,0.8066
302,@rohan.tech,2026-09-05,20:57,Some thoughts on the current state of photography #ai #photography #travel,#ai #photography #travel,0,31,3,Travel,20,Saturday,34,Neutral,0.0
375,@startup_vik,2026-09-05,21:52,A quick look at what I learned about startup this week #art #productivity #travel,#art #productivity #travel,265,20,2,Travel,21,Saturday,287,Neutral,0.0
108,@thefoodie_raj,2026-09-05,22:34,A quick look at what I learned about AI this week #fitness #motivation #productivity,#fitness #motivation #productivity,249,0,7,Fitness,22,Saturday,256,Positive,0.5423
389,@artsy_diya,2026-09-05,22:48,Some thoughts on the current state of AI #fitness #motivation #news,#fitness #motivation #news,164,0,18,Sports,22,Saturday,182,Positive,0.5423
279,@startup_vik,2026-09-06,06:32,Sharing some notes on photography today #datascience #gaming #music,#datascience #gaming #music,230,27,2,Entertainment,6,Sunday,259,Positive,0.4215
16,@musicby_sara,2026-09-06,09:00,"Working on a new python post, stay tuned #machinelearning #opensource #webdev",#machinelearning #opensource #webdev,139,24,7,Technology,9,Sunday,170,Neutral,0.0
329,@musicby_sara,2026-09-06,09:00,This fitness community is so supportive and inspiring #datascience #gaming #music,#datascience #gaming #music,425,15,11,Entertainment,9,Sunday,451,Positive,0.7923
227,@artsy_diya,2026-09-06,11:06,"Absolutely loving the new startup update, this is amazing! #art #foodie #startup",#art #foodie #startup,164,11,1,Food,11,Sunday,176,Positive,0.8513
164,@bookworm_ira,2026-09-06,11:59,Grateful for such a wonderful gaming journey this year #coding #productivity #startup,#coding #productivity #startup,304,39,15,Business,11,Sunday,358,Positive,0.7717
202,@musicby_sara,2026-09-06,12:37,"Disappointed by the recent photography changes, not a fan #machinelearning #motivation #travel",#machinelearning #motivation #travel,206,0,0,Travel,12,Sunday,206,Negative,-0.3944
200,@startup_vik,2026-09-06,12:43,Grateful for such a wonderful music journey this year #foodie #python #webdev,#foodie #python #webdev,239,21,14,Food,12,Sunday,274,Positive,0.7717
39,@travel_with_meera,2026-09-06,12:56,This startup community is so supportive and inspiring #art #photography #travel,#art #photography #travel,4,28,10,Travel,12,Sunday,42,Positive,0.7123
332,@photo_kabir,2026-09-06,14:44,This reading community is so supportive and inspiring #books #foodie #music,#books #foodie #music,69,9,4,Entertainment,14,Sunday,82,Positive,0.7123
1,@rohan.tech,2026-09-06,16:02,Some thoughts on the current state of AI #ai #coding #machinelearning,#ai #coding #machinelearning,301,16,6,Technology,16,Sunday,323,Neutral,0.0
132,@bookworm_ira,2026-09-06,16:44,"Best python experience ever, highly recommend it to everyone! #fitness #motivation #productivity",#fitness #motivation #productivity,110,16,8,Fitness,16,Sunday,134,Positive,0.8953
257,@aisha_codes,2026-09-06,18:07,"Absolutely loving the new photography update, this is amazing! #books #coding #music",#books #coding #music,123,35,0,Entertainment,18,Sunday,158,Positive,0.8513
140,@musicby_sara,2026-09-06,18:41,This travel issue has been such a headache to deal with #fitness #motivation #webdev,#fitness #motivation #webdev,263,14,12,Sports,18,Sunday,289,Positive,0.5423
285,@photo_kabir,2026-09-06,19:19,Really frustrated with how this fitness launch turned out #ai #foodie #productivity,#ai #foodie #productivity,73,8,14,Food,19,Sunday,95,Negative,-0.3222
197,@gamer_ananya,2026-09-06,19:58,"Best art experience ever, highly recommend it to everyone! #machinelearning #travel #webdev",#machinelearning #travel #webdev,0,24,9,Travel,19,Sunday,33,Positive,0.8066
81,@aisha_codes,2026-09-06,21:20,"Working on a new AI post, stay tuned #ai #opensource #webdev",#ai #opensource #webdev,149,12,6,Technology,21,Sunday,167,Neutral,0.0
281,@startup_vik,2026-09-06,21:52,So excited to share this incredible python milestone with you all #fitness #motivation #startup,#fitness #motivation #startup,193,0,0,Fitness,21,Sunday,193,Positive,0.8251
112,@thefoodie_raj,2026-09-06,22:31,"Not happy with the startup experience today, needs work #coding #gaming",#coding #gaming,121,10,1,Entertainment,22,Sunday,132,Negative,-0.4585
358,@aisha_codes,2026-09-06,22:32,This food community is so supportive and inspiring #foodie #motivation #photography,#foodie #motivation #photography,141,20,7,Food,22,Sunday,168,Positive,0.809
176,@artsy_diya,2026-09-06,22:43,"Here's an update on my reading project, more details soon #coding #fitness #foodie",#coding #fitness #foodie,59,0,0,Food,22,Sunday,59,Positive,0.2732
341,@musicby_sara,2026-09-06,22:52,"Absolutely loving the new art update, this is amazing! #motivation #python #travel",#motivation #python #travel,43,24,0,Lifestyle,22,Sunday,67,Positive,0.893
240,@rohan.tech,2026-09-07,07:28,Some thoughts on the current state of art #motivation #music #tech,#motivation #music #tech,0,20,20,Fitness,7,Monday,40,Positive,0.34
180,@bookworm_ira,2026-09-07,10:25,This gaming community is so supportive and inspiring #fitness #photography #travel,#fitness #photography #travel,10,9,4,Travel,10,Monday,23,Positive,0.7923
386,@photo_kabir,2026-09-07,11:20,"Best fitness experience ever, highly recommend it to everyone! #music #productivity #python",#music #productivity #python,219,17,0,Entertainment,11,Monday,236,Positive,0.855
181,@travel_with_meera,2026-09-07,11:45,"Best food experience ever, highly recommend it to everyone! #art #foodie #python",#art #foodie #python,189,10,19,Lifestyle,11,Monday,218,Positive,0.8066
192,@photo_kabir,2026-09-07,12:18,"Not happy with the fitness experience today, needs work #machinelearning #opensource #productivity",#machinelearning #opensource #productivity,18,6,15,Business,12,Monday,39,Negative,-0.2259
264,@chef_ishaan,2026-09-07,12:43,Sharing some notes on gaming today #news #productivity #startup,#news #productivity #startup,65,10,4,Business,12,Monday,79,Positive,0.4215
85,@rohan.tech,2026-09-07,14:09,"Absolutely loving the new reading update, this is amazing! #books #gaming #motivation",#books #gaming #motivation,117,7,18,Lifestyle,14,Monday,142,Positive,0.893
203,@gamer_ananya,2026-09-07,14:38,This AI community is so supportive and inspiring #books #foodie #music,#books #foodie #music,364,21,5,Food,14,Monday,390,Positive,0.7123
361,@startup_vik,2026-09-07,15:13,This gaming issue has been such a headache to deal with #books #fitness #motivation,#books #fitness #motivation,58,2,6,Fitness,15,Monday,66,Positive,0.5423
70,@travel_with_meera,2026-09-07,16:22,This food issue has been such a headache to deal with #gaming #music #python,#gaming #music #python,468,16,12,Entertainment,16,Monday,496,Neutral,0.0
168,@rohan.tech,2026-09-08,00:19,"Absolutely loving the new AI update, this is amazing! #foodie #motivation #tech",#foodie #motivation #tech,4,0,12,Food,0,Tuesday,16,Positive,0.893
22,@thefoodie_raj,2026-09-08,05:21,This fitness community is so supportive and inspiring #fitness #motivation #webdev,#fitness #motivation #webdev,357,17,0,Fitness,5,Tuesday,374,Positive,0.8893
173,@gamer_ananya,2026-09-08,08:36,"Not happy with the startup experience today, needs work #fitness #motivation #productivity",#fitness #motivation #productivity,277,54,13,Sports,8,Tuesday,344,Positive,0.1285
196,@priya_designs,2026-09-08,08:49,So excited to share this incredible fitness milestone with you all #fitness #machinelearning,#fitness #machinelearning,359,24,0,Sports,8,Tuesday,383,Positive,0.8248
135,@photo_kabir,2026-09-08,15:57,Grateful for such a wonderful art journey this year #datascience #motivation #startup,#datascience #motivation #startup,424,12,20,Sports,15,Tuesday,456,Positive,0.8442
390,@fit_arjun,2026-09-08,20:39,"Best travel experience ever, highly recommend it to everyone! #art #foodie #music",#art #foodie #music,309,14,14,Food,20,Tuesday,337,Positive,0.8066
178,@musicby_sara,2026-09-08,20:46,"Absolutely loving the new AI update, this is amazing! #photography #python #travel",#photography #python #travel,219,21,12,Travel,20,Tuesday,252,Positive,0.8513
378,@dev_naina,2026-09-08,23:26,Sharing some notes on reading today #coding #fitness #motivation,#coding #fitness #motivation,298,25,9,Fitness,23,Tuesday,332,Positive,0.743
141,@thefoodie_raj,2026-09-09,07:42,"Struggling with startup problems again, so annoying #foodie #gaming #productivity",#foodie #gaming #productivity,430,34,0,Entertainment,7,Wednesday,464,Negative,-0.8173
231,@musicby_sara,2026-09-09,09:23,Grateful for such a wonderful gaming journey this year #gaming #music,#gaming #music,231,15,12,Entertainment,9,Wednesday,258,Positive,0.7717
209,@startup_vik,2026-09-09,10:22,This python community is so supportive and inspiring #art #fitness #gaming,#art #fitness #gaming,32,1,14,Fitness,10,Wednesday,47,Positive,0.7923
128,@thefoodie_raj,2026-09-09,11:24,A quick look at what I learned about photography this week #books #gaming #motivation,#books #gaming #motivation,254,0,7,Lifestyle,11,Wednesday,261,Positive,0.34
367,@startup_vik,2026-09-09,15:47,"Disappointed by the recent photography changes, not a fan #coding #opensource #python",#coding #opensource #python,344,17,9,Technology,15,Wednesday,370,Negative,-0.6202
83,@chef_ishaan,2026-09-09,18:20,"Not happy with the music experience today, needs work #art #books #motivation",#art #books #motivation,0,22,5,Fitness,18,Wednesday,27,Negative,-0.1526
249,@dev_naina,2026-09-09,19:21,A quick look at what I learned about music this week #machinelearning #photography #travel,#machinelearning #photography #travel,39,26,4,Travel,19,Wednesday,69,Neutral,0.0
350,@rohan.tech,2026-09-09,19:24,"Here's an update on my productivity project, more details soon #datascience #news #startup",#datascience #news #startup,307,18,9,Business,19,Wednesday,334,Neutral,0.0
241,@fit_arjun,2026-09-09,19:33,"Working on a new travel post, stay tuned #productivity #startup #webdev",#productivity #startup #webdev,171,13,12,Business,19,Wednesday,196,Neutral,0.0
307,@priya_designs,2026-09-09,19:39,This startup community is so supportive and inspiring #art #fitness #foodie,#art #fitness #foodie,101,0,17,Food,19,Wednesday,118,Positive,0.7923
80,@rohan.tech,2026-09-09,19:55,Really frustrated with how this productivity launch turned out #fitness #gaming #motivation,#fitness #gaming #motivation,3,9,3,Sports,19,Wednesday,15,Neutral,-0.0498
29,@gamer_ananya,2026-09-09,21:32,"Here's an update on my productivity project, more details soon #fitness #gaming #motivation",#fitness #gaming #motivation,105,26,3,Fitness,21,Wednesday,134,Positive,0.5809
301,@priya_designs,2026-09-10,07:12,This travel community is so supportive and inspiring #music #startup #travel,#music #startup #travel,0,11,2,Entertainment,7,Thursday,13,Positive,0.7123
167,@thefoodie_raj,2026-09-10,09:37,"Working on a new music post, stay tuned #coding #datascience #opensource",#coding #datascience #opensource,158,10,0,Technology,9,Thursday,168,Neutral,0.0
